scenario,controller,iteration,time_s,start_normalized_percent,target_normalized_percent,measurement_normalized_percent,error_normalized_percent,effort_normalized_percent_per_s,kp,ki,kd
PID_0_100,PID,44,0.880000,0.000000,100.000000,76.311341,23.688659,46.482615,2.000000,0.100000,0.050000
PID_0_100,PID,45,0.900000,0.000000,100.000000,77.240994,22.759006,44.758357,2.000000,0.100000,0.050000
PID_0_100,PID,46,0.920000,0.000000,100.000000,78.136161,21.863839,43.097964,2.000000,0.100000,0.050000
PID_0_100,PID,47,0.940000,0.000000,100.000000,78.998120,21.001880,41.499068,2.000000,0.100000,0.050000
PID_0_100,PID,48,0.960000,0.000000,100.000000,79.828101,20.171899,39.959394,2.000000,0.100000,0.050000
PID_0_100,PID,49,0.980000,0.000000,100.000000,80.627289,19.372711,38.476748,2.000000,0.100000,0.050000
PID_0_100,PID,50,1.000000,0.000000,100.000000,81.396824,18.603176,37.049016,2.000000,0.100000,0.050000
PID_0_100,PID,51,1.020000,0.000000,100.000000,82.137805,17.862195,35.674167,2.000000,0.100000,0.050000
PID_0_100,PID,52,1.040000,0.000000,100.000000,82.851288,17.148712,34.350240,2.000000,0.100000,0.050000
PID_0_100,PID,53,1.060000,0.000000,100.000000,83.538293,16.461707,33.075350,2.000000,0.100000,0.050000
PID_0_100,PID,54,1.080000,0.000000,100.000000,84.199800,15.800200,31.847681,2.000000,0.100000,0.050000
PID_0_100,PID,55,1.100000,0.000000,100.000000,84.836753,15.163247,30.665484,2.000000,0.100000,0.050000
PID_0_100,PID,56,1.120000,0.000000,100.000000,85.450063,14.549937,29.527074,2.000000,0.100000,0.050000
PID_0_100,PID,57,1.140000,0.000000,100.000000,86.040604,13.959396,28.430830,2.000000,0.100000,0.050000
PID_0_100,PID,58,1.160000,0.000000,100.000000,86.609221,13.390779,27.375191,2.000000,0.100000,0.050000
PID_0_100,PID,59,1.180000,0.000000,100.000000,87.156725,12.843275,26.358652,2.000000,0.100000,0.050000
PID_0_100,PID,60,1.200000,0.000000,100.000000,87.683898,12.316102,25.379765,2.000000,0.100000,0.050000
PID_0_100,PID,61,1.220000,0.000000,100.000000,88.191493,11.808507,24.437136,2.000000,0.100000,0.050000
PID_0_100,PID,62,1.240000,0.000000,100.000000,88.680236,11.319764,23.529421,2.000000,0.100000,0.050000
PID_0_100,PID,63,1.260000,0.000000,100.000000,89.150824,10.849176,22.655328,2.000000,0.100000,0.050000
PID_0_100,PID,64,1.280000,0.000000,100.000000,89.603931,10.396069,21.813612,2.000000,0.100000,0.050000
PID_0_100,PID,65,1.300000,0.000000,100.000000,90.040203,9.959797,21.003073,2.000000,0.100000,0.050000
PID_0_100,PID,66,1.320000,0.000000,100.000000,90.460265,9.539735,20.222557,2.000000,0.100000,0.050000
PID_0_100,PID,67,1.340000,0.000000,100.000000,90.864716,9.135284,19.470951,2.000000,0.100000,0.050000
PID_0_100,PID,68,1.360000,0.000000,100.000000,91.254135,8.745865,18.747185,2.000000,0.100000,0.050000
PID_0_100,PID,69,1.380000,0.000000,100.000000,91.629078,8.370922,18.050227,2.000000,0.100000,0.050000
PID_0_100,PID,70,1.400000,0.000000,100.000000,91.990083,8.009917,17.379086,2.000000,0.100000,0.050000
PID_0_100,PID,71,1.420000,0.000000,100.000000,92.337665,7.662335,16.732804,2.000000,0.100000,0.050000
PID_0_100,PID,72,1.440000,0.000000,100.000000,92.672321,7.327679,16.110462,2.000000,0.100000,0.050000
PID_0_100,PID,73,1.460000,0.000000,100.000000,92.994530,7.005470,15.511171,2.000000,0.100000,0.050000
PID_0_100,PID,74,1.480000,0.000000,100.000000,93.304753,6.695247,14.934079,2.000000,0.100000,0.050000
PID_0_100,PID,75,1.500000,0.000000,100.000000,93.603435,6.396565,14.378364,2.000000,0.100000,0.050000
PID_0_100,PID,76,1.520000,0.000000,100.000000,93.891002,6.108998,13.843233,2.000000,0.100000,0.050000
PID_0_100,PID,77,1.540000,0.000000,100.000000,94.167867,5.832133,13.327925,2.000000,0.100000,0.050000
PID_0_100,PID,78,1.560000,0.000000,100.000000,94.434425,5.565575,12.831704,2.000000,0.100000,0.050000
PID_0_100,PID,79,1.580000,0.000000,100.000000,94.691060,5.308940,12.353865,2.000000,0.100000,0.050000
PID_0_100,PID,80,1.600000,0.000000,100.000000,94.938137,5.061863,11.893726,2.000000,0.100000,0.050000
PID_0_100,PID,81,1.620000,0.000000,100.000000,95.176011,4.823989,11.450632,2.000000,0.100000,0.050000
PID_0_100,PID,82,1.640000,0.000000,100.000000,95.405024,4.594976,11.023951,2.000000,0.100000,0.050000
PID_0_100,PID,83,1.660000,0.000000,100.000000,95.625503,4.374497,10.613076,2.000000,0.100000,0.050000
PID_0_100,PID,84,1.680000,0.000000,100.000000,95.837765,4.162235,10.217421,2.000000,0.100000,0.050000
PID_0_100,PID,85,1.700000,0.000000,100.000000,96.042113,3.957887,9.836423,2.000000,0.100000,0.050000
PID_0_100,PID,86,1.720000,0.000000,100.000000,96.238841,3.761159,9.469538,2.000000,0.100000,0.050000
PID_0_100,PID,87,1.740000,0.000000,100.000000,96.428232,3.571768,9.116245,2.000000,0.100000,0.050000
PID_0_100,PID,88,1.760000,0.000000,100.000000,96.610557,3.389443,8.776038,2.000000,0.100000,0.050000
PID_0_100,PID,89,1.780000,0.000000,100.000000,96.786078,3.213922,8.448435,2.000000,0.100000,0.050000
PID_0_100,PID,90,1.800000,0.000000,100.000000,96.955047,3.044953,8.132968,2.000000,0.100000,0.050000
PID_0_100,PID,91,1.820000,0.000000,100.000000,97.117706,2.882294,7.829187,2.000000,0.100000,0.050000
PID_0_100,PID,92,1.840000,0.000000,100.000000,97.274290,2.725710,7.536660,2.000000,0.100000,0.050000
PID_0_100,PID,93,1.860000,0.000000,100.000000,97.425023,2.574977,7.254970,2.000000,0.100000,0.050000
PID_0_100,PID,94,1.880000,0.000000,100.000000,97.570122,2.429878,6.983715,2.000000,0.100000,0.050000
PID_0_100,PID,95,1.900000,0.000000,100.000000,97.709797,2.290203,6.722510,2.000000,0.100000,0.050000
PID_0_100,PID,96,1.920000,0.000000,100.000000,97.844247,2.155753,6.470981,2.000000,0.100000,0.050000
PID_0_100,PID,97,1.940000,0.000000,100.000000,97.973666,2.026334,6.228771,2.000000,0.100000,0.050000
